Shipment_ID,Origin,Destination,Distance_km,Vehicle_Type,Route_Traffic_Index,Weather,Driver_Experience_Years,Scheduled_Delivery_Hours,Actual_Delivery_Hours,Delayed
S0909,Bangalore,Chennai,756.4,Truck,2.2,Clear,4.6,14.7,14.4,0
S0910,Bangalore,Hyderabad,1465.1,Air,5.0,Rainy,3.5,3.4,0.7,0
S0911,Mumbai,Bangalore,1794.2,Rail,,Clear,,22.2,23.1,0
S0912,Pune,Mumbai,939.2,Truck,9.2,Clear,15.3,16.7,20.7,1
S0913,Hyderabad,Chennai,914.7,Rail,1.5,Rainy,2.6,9.4,10.5,1
S0914,Pune,Jaipur,1224.1,Air,7.2,Clear,3.5,1.0,0.7,0
S0915,Jaipur,Hyderabad,1203.2,Truck,2.6,Clear,17.8,19.9,20.0,0
S0916,Chennai,Bangalore,1622.8,Truck,3.9,Clear,1.6,28.5,28.8,0
S0917,Bangalore,Hyderabad,979.1,Truck,4.7,Clear,,12.0,12.8,0
S0918,Chennai,Chennai,1992.4,Rail,9.2,Foggy,1.3,24.4,27.3,1
S0919,Chennai,Kolkata,166.0,Rail,3.2,Clear,5.7,4.4,3.0,0
S0920,Chennai,Delhi,56.2,Rail,1.8,Rainy,1.5,1.9,3.1,1
S0921,Bangalore,Hyderabad,1298.4,Air,3.9,Clear,10.8,2.9,3.5,1
S0922,Lucknow,Jaipur,631.9,Rail,1.9,Clear,4.1,9.2,11.5,1
S0923,Kolkata,Jaipur,518.7,Truck,2.2,Clear,1.0,7.5,5.5,0
S0924,Jaipur,Pune,658.2,Truck,6.2,Clear,1.3,12.5,11.0,0
S0925,Lucknow,Hyderabad,549.3,Truck,1.5,Clear,3.4,10.5,9.6,0
S0926,Jaipur,Delhi,110.0,Truck,1.3,Clear,,1.0,0.5,0
S0927,Delhi,Lucknow,1944.5,Rail,7.4,Clear,,27.5,25.4,0
S0928,Pune,Ahmedabad,480.5,Air,4.3,Rainy,3.4,1.1,0.5,0
S0929,Pune,Delhi,1481.4,Truck,2.1,Clear,2.1,23.3,25.2,1
S0930,Ahmedabad,Ahmedabad,1537.1,Truck,3.3,Foggy,4.0,25.9,27.3,1
S0931,Pune,Ahmedabad,1862.1,Rail,6.8,Rainy,6.9,23.1,20.8,0
S0932,Bangalore,Kolkata,109.6,Truck,3.5,Clear,7.7,1.0,2.0,1
S0933,Hyderabad,Pune,1750.5,Truck,,Clear,2.0,29.5,29.1,0
S0934,Mumbai,Delhi,1078.1,Truck,2.1,Clear,6.4,17.9,17.5,0
S0935,Ahmedabad,Delhi,1283.5,Truck,6.3,Rainy,5.4,22.3,23.8,1
S0936,Mumbai,Kolkata,1306.7,Air,3.8,Clear,16.0,1.0,0.5,0
S0937,Jaipur,Hyderabad,1648.6,Truck,6.6,,13.4,29.7,33.8,1
S0938,Mumbai,Hyderabad,700.1,Truck,8.3,Clear,7.8,12.5,13.9,1
S0939,Mumbai,Hyderabad,1479.4,Truck,6.5,Rainy,6.4,23.6,26.1,1
S0940,Ahmedabad,Mumbai,1080.7,Air,3.7,Clear,1.6,3.1,4.6,1
S0941,Delhi,Ahmedabad,1597.1,Truck,3.3,Foggy,,26.1,30.8,1
S0942,Chennai,Mumbai,1981.6,Truck,3.9,Clear,,33.2,32.4,0
S0943,Pune,Pune,441.3,Truck,,Clear,1.6,10.3,6.6,0
S0944,Pune,Kolkata,1989.6,Truck,2.6,Clear,2.4,34.1,33.2,0
S0945,Bangalore,Delhi,225.1,Truck,8.1,Clear,,6.6,9.4,1
S0946,Ahmedabad,Ahmedabad,54.5,Rail,4.5,Stormy,0.8,1.0,5.3,1
S0947,Bangalore,Mumbai,136.1,Truck,4.9,Clear,3.0,1.0,2.7,1
S0948,Hyderabad,Mumbai,716.5,Truck,6.3,Clear,3.4,9.3,10.6,1
S0949,Hyderabad,Bangalore,1284.2,Rail,6.3,Clear,0.2,16.1,13.9,0
S0950,Bangalore,Mumbai,184.6,Truck,1.6,Clear,1.1,3.2,2.7,0
S0951,Ahmedabad,Lucknow,61.0,Truck,8.5,Clear,,1.0,1.5,1
S0952,Bangalore,Delhi,1877.3,Truck,2.6,Rainy,8.9,32.3,33.6,1
S0953,Pune,Lucknow,1652.8,Air,7.5,Clear,1.7,2.8,2.8,0
S0954,Lucknow,Delhi,1627.9,Truck,8.0,Foggy,10.4,26.0,32.4,1
S0955,Kolkata,Kolkata,1774.6,Air,7.4,Clear,7.4,1.9,0.6,0
S0956,Mumbai,Delhi,1415.1,Rail,6.2,Clear,2.7,17.8,17.7,0
S0957,Kolkata,Lucknow,253.6,Truck,1.1,Rainy,6.9,3.6,6.4,1
S0958,Ahmedabad,Delhi,828.2,Air,4.2,Rainy,16.3,1.0,1.1,0
S0959,Kolkata,Kolkata,1460.1,Truck,6.4,Clear,3.1,22.2,22.3,0
S0960,Hyderabad,Kolkata,596.7,Truck,4.5,Rainy,1.4,13.4,16.2,1
S0961,Jaipur,Pune,1390.4,Rail,8.8,Clear,14.2,17.9,16.5,0
S0962,Mumbai,Delhi,97.8,Rail,3.8,Clear,4.6,1.0,3.8,1
S0963,Chennai,Bangalore,647.0,Rail,3.6,Foggy,0.6,9.1,9.4,0
S0964,Ahmedabad,Hyderabad,1120.8,Truck,3.4,Clear,4.3,19.6,19.2,0
S0965,Mumbai,Jaipur,1282.6,Truck,4.0,Clear,3.5,19.7,18.8,0
S0966,Kolkata,Kolkata,1175.2,Rail,6.0,Rainy,9.7,19.2,19.8,0
S0967,Hyderabad,Chennai,1410.6,Truck,7.4,Stormy,3.8,20.4,26.4,1
S0968,Delhi,Hyderabad,61.9,Truck,7.0,Clear,,3.6,3.5,0
S0969,Lucknow,Ahmedabad,246.8,Truck,8.3,Clear,5.6,3.2,7.0,1
S0970,Chennai,Delhi,1744.4,Truck,9.0,Clear,3.9,29.1,31.0,1
S0971,Lucknow,Lucknow,1379.4,Air,8.3,Foggy,,1.0,3.1,1
S0972,Mumbai,Jaipur,270.2,Truck,1.2,Foggy,4.3,4.1,0.5,0
S0973,Hyderabad,Chennai,1692.0,Air,7.6,Clear,8.6,1.0,0.5,0
S0974,Hyderabad,Hyderabad,522.4,Truck,2.9,Clear,0.1,6.6,5.1,0
S0975,Kolkata,Delhi,982.6,Rail,2.2,Clear,5.0,17.0,18.0,0
S0976,Pune,Pune,333.1,Truck,6.7,Rainy,2.2,1.0,3.8,1
S0977,Kolkata,Ahmedabad,1434.7,Truck,3.9,Rainy,1.7,23.7,23.5,0
S0978,Pune,Jaipur,1350.4,Truck,1.5,Rainy,2.5,23.6,21.1,0
S0979,Pune,Bangalore,461.7,Truck,2.2,Stormy,2.1,9.9,15.1,1
S0980,Chennai,Pune,1733.6,Truck,1.0,Clear,,33.6,29.5,0
S0981,Kolkata,Chennai,832.5,Air,9.1,Clear,1.6,1.0,2.0,1
S0982,Delhi,Jaipur,620.4,Rail,1.2,Clear,6.6,10.1,11.3,1
S0983,Bangalore,Pune,347.0,Truck,,Clear,0.5,7.9,9.8,1
S0984,Bangalore,Ahmedabad,569.0,Truck,4.7,Clear,15.1,9.9,9.4,0
S0985,Kolkata,Bangalore,93.0,Truck,4.2,Clear,4.9,1.0,0.5,0
S0986,Kolkata,Pune,1187.4,Truck,9.2,Rainy,6.1,19.5,22.2,1
S0987,Lucknow,Mumbai,1692.3,Rail,1.4,Foggy,1.8,21.1,20.3,0
S0988,Chennai,Bangalore,1120.5,Air,5.6,Clear,2.7,3.8,4.5,1
S0989,Kolkata,Chennai,477.6,Truck,7.1,Clear,1.3,7.0,9.0,1
S0990,Lucknow,Ahmedabad,115.7,Truck,9.4,Clear,,1.0,1.9,1
S0991,Pune,Delhi,468.5,Truck,6.6,Rainy,3.3,6.5,9.2,1
S0992,Hyderabad,Lucknow,861.4,Rail,8.2,Rainy,5.0,11.0,11.3,0
S0993,Hyderabad,Lucknow,1531.2,Truck,1.8,Clear,6.6,22.9,21.2,0
S0994,Pune,Lucknow,416.3,Rail,4.5,Clear,2.3,3.6,0.5,0
S0995,Ahmedabad,Jaipur,1453.6,Rail,4.4,Clear,6.4,24.3,23.1,0
S0996,Lucknow,Chennai,1740.5,Truck,9.0,Clear,5.6,27.5,27.5,0
S0997,Lucknow,Ahmedabad,935.2,Rail,2.4,Clear,6.1,9.6,9.3,0
S0998,Pune,Bangalore,1651.8,Truck,,Rainy,3.4,30.2,30.8,0
S0999,Delhi,Jaipur,1131.6,Rail,4.0,Foggy,2.4,13.5,16.0,1
S1000,Jaipur,Chennai,1292.3,Truck,1.5,Clear,1.3,20.5,19.4,0
